gauge_id,mean_sp_baseline,mean_sp_future,delta_mean_sp,max_sp_baseline,max_sp_future,delta_max_sp,rcp
13001,0.6357650198412699,0.1004825601851852,-0.5352824596560847,51.48295,21.78365,-29.6993,rcp26
13004,4.637768080357143,1.269117796296296,-3.3686502840608465,134.59195,88.7025,-45.88945,rcp26
13005,0.3087645188492063,0.05464918518518519,-0.2541153336640211,36.7334,19.50155,-17.23185,rcp26
13007,5.102484216269842,1.2511287037037038,-3.851355512566138,142.5211,91.6159,-50.905199999999994,rcp26
13008,4.380909176587302,0.711354125,-3.6695550515873023,105.21459999999999,55.3494,-49.86519999999999,rcp26
14001,0.3311113988095238,0.06503385185185186,-0.26607754695767194,50.06325,25.44695,-24.616299999999995,rcp26
14002,0.5172415029761903,0.06187175925925926,-0.45536974371693106,34.823,17.74615,-17.07685,rcp26
14005,0.42551389384920635,0.07883638425925926,-0.3466775095899471,47.3507,19.62765,-27.723050000000004,rcp26
15006,5.231024866071429,1.4551326435185183,-3.775892222552911,144.1144,101.59655000000001,-42.51784999999998,rcp26
15007,5.751187425595237,1.7387201203703704,-4.012467305224867,172.99895,145.79635000000002,-27.20259999999999,rcp26
15010,3.855757182539683,0.970632712962963,-2.88512446957672,122.22040000000001,75.19495,-47.025450000000006,rcp26
15011,119.09947205853175,32.95527680092593,-86.14419525760582,555.7760499999999,326.71545000000003,-229.0605999999999,rcp26
15012,8.491073313492063,2.0304983703703705,-6.460574943121692,173.6286,125.35835,-48.270250000000004,rcp26
15013,5.6194901785714295,1.7657782777777777,-3.853711900793652,143.53795,117.1465,-26.391449999999992,rcp26
15014,4.853844885912698,1.474608486111111,-3.379236399801587,132.60205,87.11930000000001,-45.48274999999998,rcp26
15016,5.181150322420635,1.6776117129629629,-3.5035386094576717,192.8749,140.8437,-52.031199999999984,rcp26
15021,1.025865744047619,0.11706587962962961,-0.9087998644179895,64.19975,22.423450000000003,-41.77629999999999,rcp26
