pair,median1,median2,n1,n2,pvalue,significant,pvalue_holm
England vs Scotland,0.4355425000000003,0.12949499999999997,345,164,5.6981702885530455e-05,True,0.00017094510865659136
England vs Wales,0.4355425000000003,0.4255300000000002,345,61,0.6157641930699317,False,0.6157641930699317
Scotland vs Wales,0.12949499999999997,0.4255300000000002,164,61,0.047947424665088736,False,0.09589484933017747
