pair,median1,median2,n1,n2,pvalue,significant,pvalue_holm
England vs Scotland,0.11678549038067021,0.05287097054596651,350,164,6.965561864810994e-07,True,2.089668559443298e-06
England vs Wales,0.11678549038067021,0.09293217095103912,350,61,0.32971081872558283,False,0.32971081872558283
Scotland vs Wales,0.05287097054596651,0.09293217095103912,164,61,0.002191770265480947,True,0.004383540530961894
