pair,median1,median2,n1,n2,pvalue,significant,pvalue_holm
England vs Scotland,0.7421250000000001,0.25671125000000017,350,164,5.57604707572916e-08,True,1.672814122718748e-07
England vs Wales,0.7421250000000001,0.7627025000000005,350,61,0.3148657743309604,False,0.3148657743309604
Scotland vs Wales,0.25671125000000017,0.7627025000000005,164,61,0.01101346412011734,True,0.02202692824023468
