pair,median1,median2,n1,n2,pvalue,significant,pvalue_holm
England vs Scotland,0.05402499999999977,-0.49128749999999943,351,164,3.559564988092839e-21,True,1.0678694964278516e-20
England vs Wales,0.05402499999999977,0.28407499999999786,351,61,0.011590007207683077,True,0.011590007207683077
Scotland vs Wales,-0.49128749999999943,0.28407499999999786,164,61,7.482626655048812e-12,True,1.4965253310097624e-11
