metric,h_stat,pvalue,significant
delta_gap,36.360491734066024,1.271802107461062e-08,True
delta_freq,193.70394101751933,8.664103797816265e-43,True
delta_smdr,34.92110940502471,2.6120256761536562e-08,True
delta_drought_sev,32.32402118466143,9.570353581252128e-08,True
delta_drought_dur,101.67716736198294,8.338417564262776e-23,True
delta_flood_peak,102.227283081829,6.333263080907684e-23,True
delta_sm_drought,4.733721596757277,0.093774642214881,False
delta_whiplash,0.2616218530937713,0.8773836486654978,False
