pair,median1,median2,n1,n2,pvalue,significant,pvalue_holm
England vs Scotland,0.18563218390804603,-0.2413793103448275,351,164,5.848455734503749e-43,True,1.7545367203511247e-42
England vs Wales,0.18563218390804603,-0.007471264367816088,351,61,9.535464932165481e-08,True,1.9070929864330962e-07
Scotland vs Wales,-0.2413793103448275,-0.007471264367816088,164,61,0.0006899408629616581,True,0.0006899408629616581
