metric,h_stat,pvalue,significant
delta_gap,21.22846482816479,2.4563906347833887e-05,True
delta_freq,160.77321078057173,1.2261422573445227e-35,True
delta_smdr,12.191271220801127,0.002252677860099597,True
delta_drought_sev,58.886379249349375,1.6329963588379525e-13,True
delta_drought_dur,98.95528126184443,3.251873900490382e-22,True
delta_flood_peak,28.485228950613646,6.52395753472238e-07,True
delta_sm_drought,39.42561459151966,2.746860274853401e-09,True
delta_whiplash,61.343595509823885,4.7797753476756876e-14,True
