gauge_id,direction,total_precursor_events,superseded,consumed,consumed_but_gap_excluded
38007,ftd,223,180,43,1
38007,dtf,131,87,43,0
38012,ftd,65,31,34,5
38012,dtf,85,50,34,0
38014,ftd,152,123,29,2
38014,dtf,112,82,29,4
38017,ftd,0,0,0,0
38017,dtf,6,0,0,0
38018,ftd,96,73,23,8
38018,dtf,44,20,23,3
38021,ftd,110,86,24,8
38021,dtf,57,32,24,7
38026,ftd,64,43,21,13
38026,dtf,50,28,21,4
38029,ftd,27,18,9,5
38029,dtf,41,31,9,3
38030,ftd,17,11,6,5
38030,dtf,13,6,6,0
39001,ftd,29,15,14,7
39001,dtf,47,32,14,6
39002,ftd,44,23,21,10
39002,dtf,32,10,21,9
39004,ftd,0,0,0,0
39004,dtf,12,0,0,0
39005,ftd,190,128,62,11
39005,dtf,155,92,62,0
39006,ftd,41,22,19,9
39006,dtf,36,16,19,10
39007,ftd,115,86,29,7
39007,dtf,65,35,29,3
39008,ftd,45,25,20,8
39008,dtf,39,18,20,8
39010,ftd,28,19,9,8
39010,dtf,49,39,9,0
39011,ftd,51,24,27,4
39011,dtf,73,45,27,0
39012,ftd,169,125,44,19
39012,dtf,78,33,44,0
39014,ftd,0,0,0,0
39014,dtf,11,0,0,0
39015,ftd,15,6,9,9
39015,dtf,43,33,9,1
39016,ftd,35,18,17,11
39016,dtf,34,16,17,7
39017,ftd,132,106,26,6
39017,dtf,39,13,25,11
39019,ftd,8,3,5,5
39019,dtf,32,26,5,1
39020,ftd,23,8,15,13
39020,dtf,30,14,15,6
39021,ftd,48,27,21,7
39021,dtf,44,22,21,12
39022,ftd,104,77,27,17
39022,dtf,41,13,27,1
39023,ftd,5,2,3,3
39023,dtf,26,22,3,2
39025,ftd,85,60,25,8
39025,dtf,48,22,25,7
39027,ftd,0,0,0,0
39027,dtf,28,0,0,0
39028,ftd,0,0,0,0
39028,dtf,29,0,0,0
39029,ftd,49,34,15,8
39029,dtf,77,61,15,0
39034,ftd,62,40,22,8
39034,dtf,34,11,22,7
39035,ftd,15,5,10,7
39035,dtf,34,23,10,5
39036,ftd,3,2,1,1
39036,dtf,32,30,1,0
39037,ftd,3,0,3,0
39037,dtf,36,32,3,0
39042,ftd,40,20,20,20
39042,dtf,31,10,20,4
39049,ftd,230,181,49,0
39049,dtf,142,92,49,2
39052,ftd,112,82,30,9
39052,dtf,76,45,30,5
39054,ftd,130,100,30,11
39054,dtf,61,30,30,5
39056,ftd,6,2,4,1
39056,dtf,21,16,4,0
39061,ftd,20,5,15,9
39061,dtf,44,28,15,3
39065,ftd,0,0,0,0
39065,dtf,14,0,0,0
39069,ftd,157,125,32,8
39069,dtf,116,84,31,0
39072,ftd,44,24,20,7
39072,dtf,38,17,20,6
39078,ftd,38,22,16,4
39078,dtf,54,37,16,0
39081,ftd,65,44,21,7
39081,dtf,38,16,21,6
39087,ftd,157,126,31,11
39087,dtf,86,55,30,0
39088,ftd,0,0,0,0
39088,dtf,14,0,0,0
39095,ftd,101,43,58,7
39095,dtf,221,162,58,0
39099,ftd,69,44,25,21
39099,dtf,30,5,24,2
39101,ftd,1,0,1,1
39101,dtf,24,22,1,0
39105,ftd,57,39,18,9
39105,dtf,36,17,18,6
39108,ftd,21,7,14,14
39108,dtf,31,16,14,3
39114,ftd,0,0,0,0
39114,dtf,11,0,0,0
39120,ftd,4,1,3,2
39120,dtf,20,16,3,1
39125,ftd,0,0,0,0
39125,dtf,9,0,0,0
39127,ftd,0,0,0,0
39127,dtf,20,0,0,0
39141,ftd,49,19,30,4
39141,dtf,78,47,30,0
39142,ftd,28,13,15,9
39142,dtf,39,23,15,7
39143,ftd,42,23,19,9
39143,dtf,37,17,19,9
39144,ftd,49,30,19,7
39144,dtf,39,19,19,7
40003,ftd,111,84,27,14
40003,dtf,43,15,27,6
40004,ftd,108,80,28,12
40004,dtf,55,26,28,5
40005,ftd,122,94,28,15
40005,dtf,39,11,27,2
40006,ftd,134,106,28,7
40006,dtf,58,29,28,5
40007,ftd,124,95,29,13
40007,dtf,42,12,29,4
40009,ftd,80,41,39,8
40009,dtf,149,109,39,0
40010,ftd,81,60,21,9
40010,dtf,62,40,21,4
40011,ftd,105,77,28,18
40011,dtf,43,14,28,6
40012,ftd,1,0,1,1
40012,dtf,18,16,1,0
40013,ftd,78,47,31,16
40013,dtf,143,111,31,0
40016,ftd,1,0,1,1
40016,dtf,12,10,1,0
40017,ftd,141,112,29,19
40017,dtf,31,1,29,0
40018,ftd,13,7,6,4
40018,dtf,76,69,6,0
40020,ftd,134,104,30,17
40020,dtf,40,9,30,0
40021,ftd,128,98,30,11
40021,dtf,46,15,30,3
40022,ftd,103,75,28,16
40022,dtf,44,15,28,4
40033,ftd,4,1,3,3
40033,dtf,27,23,3,0
41001,ftd,168,0,0,0
41001,dtf,0,0,0,0
41003,ftd,122,93,29,14
41003,dtf,46,16,29,2
41004,ftd,76,55,21,8
41004,dtf,46,24,21,0
41005,ftd,100,72,28,15
41005,dtf,43,14,28,5
41006,ftd,141,112,29,18
41006,dtf,31,2,28,0
41009,ftd,67,35,32,8
41009,dtf,167,134,32,0
41011,ftd,146,118,28,11
41011,dtf,50,21,28,0
41012,ftd,152,122,30,13
41012,dtf,68,38,29,0
41013,ftd,136,107,29,17
41013,dtf,31,2,28,0
41014,ftd,141,110,31,12
41014,dtf,69,38,30,0
41016,ftd,124,95,29,18
41016,dtf,36,6,29,0
41019,ftd,130,100,30,19
41019,dtf,34,3,30,0
41020,ftd,145,115,30,8
41020,dtf,66,35,30,1
41022,ftd,125,95,30,6
41022,dtf,102,71,30,3
41023,ftd,18,10,8,5
41023,dtf,27,18,8,0
41025,ftd,139,109,30,15
41025,dtf,53,23,29,1
41027,ftd,119,90,29,29
41027,dtf,39,9,29,0
41028,ftd,104,77,27,12
41028,dtf,51,23,27,2
41029,ftd,113,84,29,24
41029,dtf,31,1,29,2
42001,ftd,102,80,21,6
42001,dtf,41,19,22,0
42003,ftd,125,98,27,4
42003,dtf,97,69,27,1
42004,ftd,26,10,16,8
42004,dtf,82,65,16,5
42006,ftd,22,9,13,13
42006,dtf,31,17,13,0
42008,ftd,14,6,8,7
42008,dtf,34,25,8,0
42010,ftd,25,8,17,17
42010,dtf,33,15,17,4
42011,ftd,107,78,28,7
42011,dtf,97,68,29,0
42016,ftd,21,6,15,15
42016,dtf,35,19,15,4
42017,ftd,173,143,30,2
42017,dtf,78,47,30,1
42024,ftd,21,7,14,14
42024,dtf,36,21,14,6
42026,ftd,11,1,10,10
42026,dtf,33,22,10,2
42027,ftd,27,17,10,5
42027,dtf,80,69,10,1
43005,ftd,17,4,13,13
43005,dtf,34,20,13,1
43006,ftd,57,38,19,8
43006,dtf,41,21,19,4
43007,ftd,72,47,25,16
43007,dtf,44,18,25,2
43008,ftd,10,3,7,0
43008,dtf,64,56,7,0
43009,ftd,92,66,26,13
43009,dtf,46,19,26,1
43014,ftd,23,10,13,8
43014,dtf,109,95,13,0
43017,ftd,40,24,16,8
43017,dtf,39,22,16,5
43018,ftd,25,10,15,13
43018,dtf,38,22,15,2
43021,ftd,23,8,15,15
43021,dtf,43,27,15,2
44001,ftd,56,34,22,14
44001,dtf,38,15,22,3
44002,ftd,28,13,15,2
44002,dtf,87,71,15,2
44006,ftd,27,12,15,4
44006,dtf,101,85,15,2
44009,ftd,56,28,28,16
44009,dtf,61,33,27,1
44011,ftd,140,113,27,3
44011,dtf,54,26,27,3
45001,ftd,103,74,29,16
45001,dtf,59,29,29,1
45003,ftd,122,95,27,9
45003,dtf,65,37,27,3
45004,ftd,147,117,30,12
45004,dtf,67,36,30,2
45005,ftd,144,112,32,9
45005,dtf,85,52,32,1
45009,ftd,111,83,28,25
45009,dtf,43,14,28,0
45012,ftd,98,72,26,15
45012,dtf,41,14,26,2
46003,ftd,141,111,30,13
46003,dtf,59,29,29,0
46005,ftd,224,185,39,4
46005,dtf,107,68,38,0
46008,ftd,138,108,30,9
46008,dtf,53,23,29,0
46014,ftd,109,82,27,14
46014,dtf,37,9,27,1
47001,ftd,129,99,30,15
47001,dtf,59,29,29,1
47004,ftd,125,95,30,16
47004,dtf,66,36,29,1
47005,ftd,173,143,30,9
47005,dtf,91,61,29,0
47008,ftd,121,93,28,12
47008,dtf,68,39,28,0
47009,ftd,87,58,29,21
47009,dtf,39,10,28,1
47011,ftd,160,131,29,17
47011,dtf,41,12,28,0
47014,ftd,164,135,29,9
47014,dtf,62,33,28,0
47018,ftd,173,143,30,10
47018,dtf,84,54,29,0
48003,ftd,73,48,25,16
48003,dtf,54,28,25,2
48004,ftd,138,109,29,13
48004,dtf,67,38,28,0
48005,ftd,64,38,26,25
48005,dtf,32,5,26,1
48011,ftd,93,66,27,15
48011,dtf,56,28,27,1
49001,ftd,99,70,29,19
49001,dtf,50,21,28,0
49002,ftd,49,25,24,24
49002,dtf,37,12,24,2
49004,ftd,78,53,25,18
49004,dtf,47,21,25,0
50001,ftd,105,78,27,15
50001,dtf,43,16,26,0
50002,ftd,142,112,30,15
50002,dtf,54,24,29,1
50006,ftd,116,87,29,19
50006,dtf,38,9,28,2
50007,ftd,140,110,30,12
50007,dtf,64,33,30,1
50008,ftd,152,122,30,13
50008,dtf,54,24,29,1
50011,ftd,135,105,30,15
50011,dtf,51,20,30,1
51001,ftd,56,37,19,8
51001,dtf,41,21,19,3
52004,ftd,121,94,27,21
52004,dtf,53,25,27,0
52005,ftd,78,55,23,10
52005,dtf,53,29,23,4
52006,ftd,96,71,25,9
52006,dtf,55,29,25,4
52007,ftd,115,87,28,16
52007,dtf,52,23,28,1
52009,ftd,80,55,25,13
52009,dtf,54,28,25,3
52010,ftd,99,73,26,10
52010,dtf,64,37,26,1
52011,ftd,90,63,27,15
52011,dtf,51,23,27,2
52015,ftd,58,38,20,6
52015,dtf,45,24,20,4
52016,ftd,65,44,21,4
52016,dtf,62,40,21,3
53005,ftd,101,73,28,14
53005,dtf,46,17,28,1
53006,ftd,120,92,28,11
53006,dtf,56,27,28,1
53007,ftd,118,92,26,7
53007,dtf,56,29,26,2
53008,ftd,77,51,26,15
53008,dtf,37,10,26,3
53009,ftd,105,77,28,14
53009,dtf,59,30,28,1
53013,ftd,97,70,27,10
53013,dtf,37,9,27,1
53017,ftd,113,85,28,13
53017,dtf,48,19,28,2
53018,ftd,96,69,27,15
53018,dtf,46,18,27,1
53022,ftd,79,55,24,10
53022,dtf,45,20,24,3
53023,ftd,67,42,25,18
53023,dtf,37,11,25,2
53028,ftd,64,39,25,18
53028,dtf,45,19,25,3
54001,ftd,75,50,25,12
54001,dtf,54,28,25,6
54002,ftd,74,53,21,8
54002,dtf,42,20,21,5
54003,ftd,142,112,30,12
54003,dtf,60,30,29,1
54004,ftd,175,143,32,7
54004,dtf,88,55,32,1
54005,ftd,88,61,27,17
54005,dtf,53,25,27,0
54007,ftd,125,100,25,8
54007,dtf,61,35,25,2
54008,ftd,82,56,26,14
54008,dtf,48,21,26,1
54011,ftd,103,81,22,6
54011,dtf,55,32,22,5
54012,ftd,78,55,23,7
54012,dtf,55,31,23,10
54015,ftd,141,112,29,19
54015,dtf,37,8,28,0
