gauge_id,direction,total_precursor_events,superseded,consumed,consumed_but_gap_excluded
1001,ftd,146,115,30,16
1001,dtf,61,30,31,2
2001,ftd,179,143,35,18
2001,dtf,93,57,36,1
2002,ftd,175,135,39,7
2002,dtf,107,67,40,2
3003,ftd,236,191,44,3
3003,dtf,134,90,44,0
4001,ftd,107,79,28,10
4001,dtf,72,44,27,9
4003,ftd,175,137,37,19
4003,dtf,84,46,38,0
4005,ftd,237,183,53,8
4005,dtf,147,93,54,0
4006,ftd,202,157,44,5
4006,dtf,138,93,45,1
5003,ftd,96,69,27,17
5003,dtf,113,85,27,8
6007,ftd,106,77,29,16
6007,dtf,104,74,29,8
6008,ftd,204,168,36,9
6008,dtf,78,42,35,1
7001,ftd,237,174,62,6
7001,dtf,145,83,62,1
7002,ftd,206,146,59,3
7002,dtf,122,63,59,0
7003,ftd,101,73,28,11
7003,dtf,119,90,28,2
7005,ftd,153,108,44,14
7005,dtf,107,62,45,2
7006,ftd,129,74,54,5
7006,dtf,189,134,55,5
8004,ftd,171,120,50,4
8004,dtf,126,76,50,2
8005,ftd,119,83,35,11
8005,dtf,102,66,36,4
8006,ftd,136,95,40,6
8006,dtf,132,91,41,2
8009,ftd,191,139,51,9
8009,dtf,116,65,51,2
8011,ftd,171,126,44,4
8011,dtf,126,82,44,1
8013,ftd,209,151,57,4
8013,dtf,147,89,58,1
9002,ftd,123,90,32,6
9002,dtf,119,86,33,1
9003,ftd,124,98,26,14
9003,dtf,60,33,26,2
9004,ftd,84,57,27,16
9004,dtf,74,46,27,4
9005,ftd,181,129,51,7
9005,dtf,152,100,52,2
10002,ftd,140,112,27,8
10002,dtf,94,66,28,1
10003,ftd,102,77,24,12
10003,dtf,54,29,25,1
11001,ftd,90,64,26,17
11001,dtf,80,53,26,2
11003,ftd,119,84,34,9
11003,dtf,86,52,34,3
11004,ftd,75,50,25,19
11004,dtf,64,38,25,3
12001,ftd,164,119,45,6
12001,dtf,115,70,44,2
12002,ftd,146,109,37,10
12002,dtf,102,65,36,5
12005,ftd,188,137,51,5
12005,dtf,127,76,50,0
12006,ftd,183,136,46,4
12006,dtf,113,67,46,0
12007,ftd,223,159,63,5
12007,dtf,134,71,63,1
12008,ftd,157,119,38,8
12008,dtf,73,35,37,3
12009,ftd,219,172,46,7
12009,dtf,112,65,47,3
13001,ftd,151,121,30,14
13001,dtf,64,33,30,5
13004,ftd,177,142,35,10
13004,dtf,95,60,34,2
13005,ftd,126,97,29,17
13005,dtf,62,32,29,5
13007,ftd,185,149,36,9
13007,dtf,82,45,36,3
13008,ftd,154,123,31,11
13008,dtf,87,55,31,5
14001,ftd,126,98,28,11
14001,dtf,65,36,28,4
14002,ftd,106,78,28,16
14002,dtf,49,20,28,6
14005,ftd,98,71,27,15
14005,dtf,55,27,27,6
15006,ftd,134,101,33,11
15006,dtf,97,64,32,2
15007,ftd,115,82,33,12
15007,dtf,122,89,32,1
15010,ftd,150,117,33,14
15010,dtf,93,59,33,5
15011,ftd,159,125,33,18
15011,dtf,105,71,34,2
15012,ftd,109,77,32,10
15012,dtf,104,72,31,4
15013,ftd,192,158,34,11
15013,dtf,66,32,33,3
15014,ftd,219,173,46,6
15014,dtf,135,89,45,0
15016,ftd,135,100,35,9
15016,dtf,130,95,34,2
15021,ftd,69,39,30,18
15021,dtf,49,18,30,10
15023,ftd,181,146,35,14
15023,dtf,53,18,34,3
15024,ftd,222,179,43,4
15024,dtf,117,74,42,0
15025,ftd,193,156,37,7
15025,dtf,109,72,36,0
15030,ftd,111,82,29,18
15030,dtf,60,30,29,5
15039,ftd,253,183,69,6
15039,dtf,141,72,69,1
16001,ftd,167,137,30,6
16001,dtf,85,55,29,3
16003,ftd,260,212,48,2
16003,dtf,114,66,47,1
16004,ftd,169,137,32,7
16004,dtf,101,69,31,1
17001,ftd,224,186,38,15
17001,dtf,93,54,38,0
17003,ftd,219,187,32,4
17003,dtf,135,103,31,0
