gauge_id,direction,total_precursor_events,superseded,consumed,consumed_but_gap_excluded
1001,ftd,159,130,29,10
1001,dtf,69,40,28,1
2001,ftd,189,160,29,7
2001,dtf,79,50,28,0
2002,ftd,182,132,50,3
2002,dtf,112,62,49,2
3003,ftd,242,169,72,2
3003,dtf,153,81,72,3
4001,ftd,123,91,32,12
4001,dtf,78,46,31,8
4003,ftd,167,130,37,16
4003,dtf,86,49,36,1
4005,ftd,221,168,53,8
4005,dtf,138,85,52,0
4006,ftd,202,149,52,2
4006,dtf,159,107,52,2
5003,ftd,95,66,29,18
5003,dtf,101,72,28,8
6007,ftd,115,78,37,11
6007,dtf,107,70,36,5
6008,ftd,183,137,46,9
6008,dtf,87,41,45,4
7001,ftd,209,129,79,7
7001,dtf,141,62,79,2
7002,ftd,195,130,64,7
7002,dtf,117,53,64,1
7003,ftd,149,106,43,7
7003,dtf,116,72,43,0
7005,ftd,164,119,44,11
7005,dtf,107,62,45,1
7006,ftd,174,98,75,4
7006,dtf,181,105,76,1
8004,ftd,176,115,60,6
8004,dtf,130,69,61,3
8005,ftd,111,74,37,18
8005,dtf,88,50,37,6
8006,ftd,159,108,51,9
8006,dtf,112,61,50,2
8009,ftd,189,134,55,9
8009,dtf,122,67,54,2
8011,ftd,183,129,53,6
8011,dtf,129,75,54,2
8013,ftd,187,122,65,8
8013,dtf,116,51,64,2
9002,ftd,158,116,42,7
9002,dtf,116,73,42,2
9003,ftd,149,122,26,13
9003,dtf,50,23,27,0
9004,ftd,129,100,28,12
9004,dtf,78,49,29,3
9005,ftd,201,132,68,5
9005,dtf,156,87,69,0
10002,ftd,146,113,33,8
10002,dtf,92,58,33,3
10003,ftd,129,100,28,12
10003,dtf,62,33,29,3
11001,ftd,127,94,33,12
11001,dtf,78,44,33,3
11003,ftd,135,100,35,10
11003,dtf,91,55,35,4
11004,ftd,108,80,27,14
11004,dtf,62,34,28,3
12001,ftd,143,91,52,8
12001,dtf,110,57,52,5
12002,ftd,132,90,42,9
12002,dtf,100,57,42,4
12005,ftd,154,100,54,5
12005,dtf,121,66,54,1
12006,ftd,177,126,51,8
12006,dtf,99,47,51,3
12007,ftd,187,125,62,7
12007,dtf,120,58,61,4
12008,ftd,146,107,39,10
12008,dtf,79,39,39,1
12009,ftd,193,137,56,5
12009,dtf,143,86,56,1
13001,ftd,136,105,31,12
13001,dtf,81,49,31,0
13004,ftd,129,88,41,10
13004,dtf,111,69,41,2
13005,ftd,110,81,29,14
13005,dtf,77,47,29,2
13007,ftd,148,104,44,10
13007,dtf,107,62,44,1
13008,ftd,122,86,36,10
13008,dtf,108,71,36,0
14001,ftd,120,94,26,11
14001,dtf,74,47,26,1
14002,ftd,92,68,24,18
14002,dtf,56,31,24,1
14005,ftd,106,84,22,16
14005,dtf,44,21,22,1
15006,ftd,110,77,33,11
15006,dtf,98,65,32,5
15007,ftd,114,80,34,12
15007,dtf,112,78,33,5
15010,ftd,132,98,34,10
15010,dtf,98,63,34,1
15011,ftd,154,112,42,9
15011,dtf,106,64,41,4
15012,ftd,111,75,36,9
15012,dtf,116,80,35,5
15013,ftd,166,127,39,16
15013,dtf,75,36,38,3
15014,ftd,196,138,58,3
15014,dtf,138,80,57,2
15016,ftd,123,83,40,9
15016,dtf,127,87,39,3
15021,ftd,60,39,21,16
15021,dtf,53,31,21,0
15023,ftd,146,105,41,13
15023,dtf,77,35,41,2
15024,ftd,205,157,48,6
15024,dtf,115,67,47,5
15025,ftd,154,109,45,5
15025,dtf,118,73,44,3
15030,ftd,109,81,28,11
15030,dtf,76,47,28,1
15039,ftd,218,143,75,4
15039,dtf,135,60,74,4
16001,ftd,133,100,33,11
16001,dtf,86,53,32,1
16003,ftd,234,176,58,5
16003,dtf,118,60,57,1
16004,ftd,139,104,35,7
16004,dtf,104,69,34,1
17001,ftd,191,154,37,19
17001,dtf,82,45,36,0
17003,ftd,189,147,42,9
17003,dtf,115,73,41,1
17004,ftd,129,98,31,10
17004,dtf,92,60,31,3
17005,ftd,180,137,43,6
17005,dtf,112,69,42,2
17015,ftd,180,125,55,5
17015,dtf,115,60,54,1
17018,ftd,151,124,27,11
17018,dtf,72,44,27,1
18001,ftd,171,130,41,8
18001,dtf,110,69,40,0
18002,ftd,140,104,36,18
18002,dtf,68,31,36,0
18003,ftd,140,108,32,12
18003,dtf,95,63,31,2
18008,ftd,172,116,56,6
18008,dtf,149,93,55,1
18010,ftd,137,98,39,8
18010,dtf,97,58,38,0
18011,ftd,140,108,32,15
18011,dtf,86,54,31,3
18014,ftd,170,136,34,17
18014,dtf,104,70,33,0
18017,ftd,236,145,91,6
18017,dtf,144,53,90,6
18018,ftd,195,133,62,5
18018,dtf,148,86,61,1
19001,ftd,172,135,37,11
19001,dtf,82,45,36,1
19006,ftd,150,119,31,14
19006,dtf,65,33,31,1
19010,ftd,155,119,35,12
19010,dtf,71,35,36,1
19017,ftd,134,110,24,13
19017,dtf,52,27,24,3
19020,ftd,240,164,76,2
19020,dtf,124,48,75,3
20002,ftd,109,89,19,10
20002,dtf,58,38,20,7
20003,ftd,124,100,23,15
20003,dtf,53,29,24,5
20007,ftd,122,96,25,13
20007,dtf,55,29,26,3
21003,ftd,128,97,30,14
21003,dtf,80,50,30,4
21006,ftd,133,101,32,13
21006,dtf,88,56,31,4
21008,ftd,148,117,31,14
21008,dtf,85,54,30,2
21009,ftd,127,97,30,14
21009,dtf,81,50,30,3
21011,ftd,138,100,38,12
21011,dtf,102,64,37,3
21012,ftd,183,139,44,5
21012,dtf,111,67,43,2
21013,ftd,138,96,42,10
21013,dtf,98,55,42,3
21015,ftd,120,90,30,16
21015,dtf,66,35,30,2
21016,ftd,134,105,29,16
21016,dtf,59,29,29,3
21017,ftd,245,161,84,0
21017,dtf,143,59,83,4
21018,ftd,135,104,30,12
21018,dtf,75,45,30,1
21022,ftd,140,108,32,7
21022,dtf,91,58,32,3
21023,ftd,155,121,34,12
21023,dtf,84,49,34,2
21024,ftd,175,139,36,12
21024,dtf,99,63,35,3
21026,ftd,246,164,82,3
21026,dtf,134,52,81,3
21027,ftd,135,106,29,14
21027,dtf,55,25,29,2
22001,ftd,129,100,29,11
22001,dtf,79,49,29,3
22006,ftd,119,96,23,15
22006,dtf,45,21,23,4
22007,ftd,137,108,29,13
22007,dtf,51,21,29,5
22009,ftd,134,101,33,15
22009,dtf,76,42,33,2
23001,ftd,170,133,37,9
23001,dtf,94,56,37,1
23004,ftd,201,158,43,6
23004,dtf,85,42,42,2
23006,ftd,227,167,60,6
23006,dtf,117,57,59,0
23007,ftd,142,101,40,2
23007,dtf,143,102,41,0
23008,ftd,156,122,34,15
23008,dtf,84,49,34,4
23011,ftd,231,161,70,5
23011,dtf,137,67,69,0
23016,ftd,176,147,29,9
23016,dtf,91,61,29,3
24001,ftd,146,117,29,12
24001,dtf,64,34,29,3
24003,ftd,172,133,39,14
24003,dtf,92,53,38,2
24004,ftd,136,107,29,10
24004,dtf,71,41,29,2
24005,ftd,136,112,24,14
24005,dtf,65,41,23,4
25001,ftd,154,114,40,10
25001,dtf,104,64,39,3
25003,ftd,240,160,80,7
25003,dtf,127,47,79,2
25006,ftd,218,148,70,6
25006,dtf,138,68,69,3
25012,ftd,230,165,65,8
25012,dtf,127,62,64,1
25020,ftd,130,106,24,11
25020,dtf,88,63,24,5
25021,ftd,147,123,24,10
25021,dtf,78,53,24,5
25029,ftd,128,104,24,17
25029,dtf,54,29,24,3
26003,ftd,18,7,11,11
26003,dtf,35,23,11,4
26005,ftd,1,0,1,1
26005,dtf,11,9,1,1
26006,ftd,19,6,13,10
26006,dtf,44,30,13,4
26008,ftd,30,24,6,5
26008,dtf,35,29,5,2
26009,ftd,23,4,19,18
26009,dtf,34,14,19,8
27001,ftd,125,98,27,15
27001,dtf,62,34,27,3
27002,ftd,150,113,37,10
27002,dtf,94,56,37,1
27003,ftd,116,84,32,12
27003,dtf,88,55,32,2
27006,ftd,122,93,29,16
27006,dtf,59,29,29,5
27007,ftd,148,110,38,11
27007,dtf,112,73,38,1
27009,ftd,100,72,28,14
27009,dtf,78,49,28,1
27021,ftd,136,106,30,12
27021,dtf,60,29,30,4
27023,ftd,142,114,28,15
27023,dtf,69,40,28,2
27025,ftd,133,104,29,10
27025,dtf,56,26,29,6
27026,ftd,134,106,28,15
27026,dtf,56,27,28,4
27029,ftd,126,97,29,13
27029,dtf,76,46,29,2
27030,ftd,134,102,32,7
27030,dtf,77,44,32,3
27032,ftd,51,33,17,10
27032,dtf,59,41,18,0
27034,ftd,167,123,44,11
27034,dtf,114,70,43,1
27035,ftd,155,123,32,12
27035,dtf,95,62,32,0
27038,ftd,257,187,70,5
27038,dtf,129,59,69,0
27041,ftd,76,51,25,17
27041,dtf,61,35,25,5
27042,ftd,139,107,32,13
27042,dtf,66,33,32,2
27043,ftd,176,133,43,11
