gauge_id,direction,total_precursor_events,superseded,consumed,consumed_but_gap_excluded
1001,ftd,143,110,33,14
1001,dtf,72,39,32,3
2001,ftd,160,129,31,13
2001,dtf,69,38,30,0
2002,ftd,164,127,37,10
2002,dtf,102,65,36,0
3003,ftd,256,204,51,6
3003,dtf,120,69,51,1
4001,ftd,82,57,25,18
4001,dtf,64,39,24,4
4003,ftd,172,143,29,22
4003,dtf,65,36,28,0
4005,ftd,202,172,30,10
4005,dtf,77,47,29,1
4006,ftd,182,130,52,5
4006,dtf,141,89,51,3
5003,ftd,60,41,19,17
5003,dtf,111,91,19,7
6007,ftd,71,46,25,14
6007,dtf,91,65,25,11
6008,ftd,154,120,34,14
6008,dtf,72,38,33,6
7001,ftd,212,163,49,6
7001,dtf,112,63,48,1
7002,ftd,180,127,53,5
7002,dtf,96,43,52,2
7003,ftd,194,159,35,3
7003,dtf,82,47,34,1
7005,ftd,182,151,31,6
7005,dtf,63,32,30,0
7006,ftd,240,168,72,2
7006,dtf,145,73,71,0
8004,ftd,178,139,39,5
8004,dtf,99,60,38,2
8005,ftd,80,52,28,17
8005,dtf,86,57,28,7
8006,ftd,126,90,36,11
8006,dtf,104,68,35,4
8009,ftd,174,133,41,13
8009,dtf,82,41,40,2
8011,ftd,192,153,39,4
8011,dtf,101,62,38,2
8013,ftd,164,114,50,15
8013,dtf,111,61,49,3
9002,ftd,171,133,38,8
9002,dtf,109,71,37,3
9003,ftd,170,143,27,7
9003,dtf,56,29,26,2
9004,ftd,115,81,34,18
9004,dtf,86,52,33,2
9005,ftd,214,176,38,7
9005,dtf,118,80,37,0
10002,ftd,161,128,33,6
10002,dtf,119,86,32,2
10003,ftd,134,105,29,13
10003,dtf,74,45,28,6
11001,ftd,112,81,31,17
11001,dtf,83,52,30,3
11003,ftd,113,86,27,15
11003,dtf,86,58,27,0
11004,ftd,102,77,25,15
11004,dtf,61,36,24,3
12001,ftd,124,91,33,15
12001,dtf,114,81,32,0
12002,ftd,116,85,31,18
12002,dtf,97,66,30,1
12005,ftd,153,112,41,14
12005,dtf,113,72,40,0
12006,ftd,154,112,42,10
12006,dtf,114,72,41,1
12007,ftd,172,119,53,11
12007,dtf,116,63,52,2
12008,ftd,156,118,38,12
12008,dtf,83,45,37,1
12009,ftd,212,164,48,6
12009,dtf,135,87,47,1
13001,ftd,133,102,31,18
13001,dtf,79,48,30,4
13004,ftd,144,110,34,15
13004,dtf,105,71,33,0
