gauge_id,direction,total_precursor_events,superseded,consumed,consumed_but_gap_excluded
21024,dtf,124,90,34,6
21026,ftd,222,150,71,3
21026,dtf,119,48,71,9
21027,ftd,112,81,30,17
21027,dtf,54,24,30,4
22001,ftd,108,77,30,16
22001,dtf,84,54,30,2
22006,ftd,94,72,22,13
22006,dtf,48,25,22,7
22007,ftd,127,97,29,14
22007,dtf,43,14,29,4
22009,ftd,112,79,32,15
22009,dtf,87,55,32,3
23001,ftd,154,117,36,8
23001,dtf,125,89,36,5
23004,ftd,194,147,46,11
23004,dtf,117,71,46,2
23006,ftd,224,169,54,4
23006,dtf,133,79,54,2
23007,ftd,115,55,60,8
23007,dtf,206,145,60,0
23008,ftd,146,113,32,14
23008,dtf,99,67,32,3
23011,ftd,222,157,64,5
23011,dtf,157,93,64,1
23016,ftd,132,103,29,7
23016,dtf,112,83,28,6
24001,ftd,139,102,36,13
24001,dtf,86,50,36,3
24003,ftd,159,122,36,8
24003,dtf,132,96,36,1
24004,ftd,122,85,36,11
24004,dtf,87,51,36,3
24005,ftd,112,86,26,11
24005,dtf,61,34,26,5
25001,ftd,142,104,38,7
25001,dtf,139,101,37,4
25003,ftd,228,160,67,5
25003,dtf,129,62,67,3
25006,ftd,221,158,62,0
25006,dtf,147,85,62,3
25012,ftd,232,170,61,2
25012,dtf,155,94,61,0
25020,ftd,98,71,27,10
25020,dtf,86,59,26,5
25021,ftd,108,84,24,5
25021,dtf,111,87,23,4
25029,ftd,127,93,33,17
25029,dtf,52,19,33,5
26003,ftd,18,5,13,13
26003,dtf,28,14,13,2
26005,ftd,3,2,1,1
26005,dtf,6,4,1,1
26006,ftd,26,9,17,14
26006,dtf,46,28,17,8
26008,ftd,34,18,16,12
26008,dtf,37,21,15,7
26009,ftd,26,7,19,16
26009,dtf,36,16,19,7
27001,ftd,124,95,29,8
27001,dtf,88,59,28,1
27002,ftd,150,114,36,9
27002,dtf,124,88,35,1
27003,ftd,125,90,35,9
27003,dtf,94,59,34,1
27006,ftd,96,71,25,5
27006,dtf,66,41,24,4
27007,ftd,147,106,41,12
27007,dtf,132,91,40,2
27009,ftd,98,66,32,11
27009,dtf,99,67,31,4
27021,ftd,129,99,30,6
27021,dtf,84,54,29,2
27023,ftd,142,112,30,10
27023,dtf,99,69,29,1
27025,ftd,143,113,30,7
27025,dtf,67,37,29,2
27026,ftd,127,99,28,10
27026,dtf,64,36,27,2
27029,ftd,122,94,28,10
27029,dtf,97,69,27,2
27030,ftd,134,103,31,5
27030,dtf,89,58,30,1
27032,ftd,43,17,26,16
27032,dtf,113,87,25,0
27034,ftd,188,142,45,10
27034,dtf,135,90,45,0
27035,ftd,144,105,39,10
27035,dtf,115,76,38,0
27038,ftd,252,177,74,6
27038,dtf,156,82,74,2
27041,ftd,77,53,24,11
27041,dtf,59,35,23,2
27042,ftd,140,104,35,9
27042,dtf,83,48,35,1
27043,ftd,179,134,45,6
27043,dtf,146,101,44,0
27047,ftd,227,157,69,5
27047,dtf,151,82,69,9
27049,ftd,113,82,31,9
27049,dtf,60,29,30,3
27051,ftd,176,141,35,7
27051,dtf,110,75,34,1
27062,ftd,124,94,30,7
27062,dtf,104,74,29,1
27064,ftd,96,62,34,12
27064,dtf,110,76,33,0
27065,ftd,125,99,26,9
27065,dtf,87,61,25,2
27071,ftd,96,62,34,11
27071,dtf,95,61,33,3
27073,ftd,84,46,38,8
27073,dtf,87,49,37,6
27077,ftd,106,42,64,3
27077,dtf,298,234,63,0
27079,ftd,149,117,32,3
27079,dtf,95,63,31,0
27080,ftd,123,84,39,12
27080,dtf,106,67,38,0
27084,ftd,194,153,40,9
27084,dtf,110,70,40,0
27087,ftd,52,34,18,10
27087,dtf,61,43,17,3
27089,ftd,129,98,31,7
27089,dtf,127,96,30,3
27090,ftd,177,139,37,8
27090,dtf,91,54,37,0
28001,ftd,113,87,26,17
28001,dtf,41,14,26,1
28003,ftd,230,163,67,5
28003,dtf,214,147,66,0
28008,ftd,134,104,30,16
28008,dtf,80,50,29,4
28009,ftd,87,61,26,13
28009,dtf,68,42,25,7
28012,ftd,88,61,27,12
28012,dtf,75,48,26,7
28015,ftd,28,14,14,7
28015,dtf,114,99,14,0
28018,ftd,122,94,28,15
28018,dtf,74,46,27,2
28022,ftd,75,49,26,15
28022,dtf,70,44,25,7
28023,ftd,86,62,24,13
28023,dtf,65,41,23,5
28024,ftd,106,80,26,15
28024,dtf,64,38,25,7
28026,ftd,91,65,26,13
28026,dtf,82,56,25,7
28031,ftd,173,134,39,10
28031,dtf,90,51,38,0
28033,ftd,201,131,69,2
28033,dtf,177,108,69,3
28039,ftd,233,169,64,3
28039,dtf,164,100,63,0
28040,ftd,111,87,24,5
28040,dtf,82,58,23,2
28043,ftd,100,74,26,16
28043,dtf,61,35,25,4
28044,ftd,29,17,12,12
28044,dtf,42,30,11,5
28046,ftd,102,76,26,19
28046,dtf,60,34,25,2
28048,ftd,112,86,26,9
28048,dtf,82,56,25,3
28050,ftd,111,82,29,6
28050,dtf,81,52,28,1
28052,ftd,92,63,29,8
28052,dtf,97,68,28,7
28055,ftd,130,102,28,12
28055,dtf,81,53,27,3
28056,ftd,108,82,26,12
28056,dtf,77,51,25,4
28060,ftd,19,8,11,2
28060,dtf,21,9,11,1
28066,ftd,182,132,50,2
28066,dtf,153,103,49,1
28067,ftd,89,63,26,14
28067,dtf,60,34,25,6
28072,ftd,77,55,22,11
28072,dtf,60,38,21,8
28074,ftd,92,65,27,13
28074,dtf,64,37,26,7
28080,ftd,183,136,47,11
28080,dtf,117,70,46,0
28081,ftd,208,161,47,1
28081,dtf,159,112,46,0
28082,ftd,91,66,25,13
28082,dtf,68,43,24,6
28085,ftd,88,63,25,9
28085,dtf,61,36,24,6
28091,ftd,108,83,25,6
28091,dtf,67,42,24,1
28093,ftd,91,65,26,20
28093,dtf,55,29,25,2
28115,ftd,194,144,50,13
28115,dtf,107,57,49,0
28116,ftd,67,45,22,8
28116,dtf,67,44,22,1
28117,ftd,95,70,25,11
28117,dtf,62,37,24,4
29002,ftd,35,16,19,15
29002,dtf,48,29,18,8
29003,ftd,28,13,15,13
29003,dtf,39,24,14,6
29005,ftd,133,104,29,9
29005,dtf,65,36,28,2
29009,ftd,53,34,19,8
29009,dtf,50,31,18,7
30001,ftd,90,64,26,15
30001,dtf,57,31,25,7
30004,ftd,108,79,29,11
30004,dtf,72,43,28,6
30005,ftd,44,27,17,12
30005,dtf,42,24,17,8
30011,ftd,27,14,13,3
30011,dtf,77,63,13,0
30012,ftd,102,75,27,17
30012,dtf,61,34,26,4
30014,ftd,131,102,29,10
30014,dtf,63,34,28,6
30015,ftd,22,11,11,7
30015,dtf,41,29,11,7
31002,ftd,24,15,9,5
31002,dtf,50,40,9,4
31006,ftd,3,1,2,2
31006,dtf,34,31,2,0
31010,ftd,91,66,25,16
31010,dtf,48,22,25,6
31021,ftd,82,57,25,14
31021,dtf,55,30,24,8
31023,ftd,138,112,26,9
31023,dtf,84,58,25,7
31025,ftd,147,118,29,15
31025,dtf,85,56,28,5
32003,ftd,98,72,26,15
32003,dtf,100,74,25,8
32004,ftd,62,40,22,14
32004,dtf,57,35,21,7
32006,ftd,67,45,22,12
32006,dtf,53,31,21,5
32008,ftd,63,42,21,14
32008,dtf,38,16,21,4
33006,ftd,35,20,15,12
33006,dtf,43,27,15,6
33007,ftd,30,17,13,10
33007,dtf,43,29,13,6
33012,ftd,83,58,25,15
33012,dtf,55,30,24,11
33013,ftd,51,30,21,9
33013,dtf,45,23,21,13
33014,ftd,64,42,22,13
33014,dtf,49,26,22,10
33018,ftd,80,59,21,10
33018,dtf,83,62,20,2
33019,ftd,37,21,16,11
33019,dtf,45,28,16,10
33020,ftd,105,0,0,0
33020,dtf,0,0,0,0
33021,ftd,35,22,13,5
33021,dtf,48,34,13,6
33022,ftd,76,52,24,10
33022,dtf,63,38,24,6
33023,ftd,14,11,3,2
33023,dtf,6,2,3,0
33024,ftd,56,37,19,8
33024,dtf,46,26,19,7
33026,ftd,41,23,18,9
33026,dtf,65,47,17,9
33028,ftd,104,73,31,18
33028,dtf,77,45,31,0
33029,ftd,30,15,15,8
33029,dtf,46,30,15,11
33031,ftd,97,72,25,12
33031,dtf,35,10,24,10
33032,ftd,3,2,1,1
33032,dtf,11,9,1,0
33033,ftd,75,55,20,10
33033,dtf,57,36,20,5
33034,ftd,31,16,15,8
33034,dtf,47,31,15,10
33035,ftd,44,24,20,6
33035,dtf,59,38,20,12
33039,ftd,56,35,21,13
33039,dtf,48,27,20,6
33053,ftd,7,4,3,2
33053,dtf,33,29,3,1
33054,ftd,20,11,9,9
33054,dtf,36,26,9,3
33058,ftd,88,62,26,15
33058,dtf,43,17,25,4
34002,ftd,75,52,23,8
34002,dtf,71,47,23,9
34003,ftd,73,38,35,8
34003,dtf,215,179,35,0
34004,ftd,50,31,19,11
34004,dtf,69,49,19,9
34005,ftd,77,54,23,3
34005,dtf,97,73,23,9
34006,ftd,58,36,22,11
34006,dtf,55,32,22,12
34007,ftd,71,48,23,13
34007,dtf,44,20,23,9
34008,ftd,62,29,33,5
34008,dtf,216,182,33,1
34010,ftd,58,36,22,14
34010,dtf,49,26,22,13
34011,ftd,24,15,9,9
34011,dtf,36,26,9,0
34012,ftd,4,3,1,1
34012,dtf,15,13,1,0
35003,ftd,122,94,28,17
35003,dtf,73,44,28,8
35008,ftd,73,50,23,13
35008,dtf,51,27,23,8
36003,ftd,44,28,16,9
36003,dtf,54,37,16,7
36006,ftd,66,45,21,9
36006,dtf,44,22,21,7
36009,ftd,96,70,26,15
36009,dtf,69,42,26,6
36010,ftd,133,105,28,17
36010,dtf,47,19,27,5
36011,ftd,111,83,28,13
36011,dtf,76,47,28,5
36012,ftd,166,129,36,6
36012,dtf,136,99,37,1
37001,ftd,59,37,22,15
37001,dtf,53,31,21,5
37003,ftd,53,34,19,11
37003,dtf,54,34,19,7
37005,ftd,54,36,18,10
37005,dtf,65,46,18,7
37008,ftd,63,42,21,9
37008,dtf,70,48,21,4
37009,ftd,79,42,37,12
37009,dtf,110,72,37,0
37010,ftd,76,35,41,7
37010,dtf,169,127,41,0
37011,ftd,65,44,21,12
37011,dtf,51,29,21,9
37018,ftd,110,84,26,11
37018,dtf,69,43,25,4
37019,ftd,173,138,35,5
37019,dtf,103,67,35,2
37020,ftd,70,49,21,12
37020,dtf,48,26,21,7
37031,ftd,108,85,23,5
37031,dtf,101,77,23,6
37033,ftd,224,167,56,0
37033,dtf,188,132,56,1
38001,ftd,66,46,20,7
38001,dtf,54,33,20,8
38003,ftd,4,3,1,1
38003,dtf,9,7,1,0
38004,ftd,41,24,17,8
38004,dtf,48,30,17,9
38007,ftd,191,149,41,3
38007,dtf,136,94,42,0
38012,ftd,34,17,17,4
38012,dtf,71,53,17,1
38014,ftd,139,112,27,7
38014,dtf,140,112,27,0
38017,ftd,0,0,0,0
38017,dtf,8,0,0,0
38018,ftd,78,56,22,10
38018,dtf,65,42,22,3
38021,ftd,94,73,21,9
38021,dtf,81,59,21,9
38026,ftd,63,42,21,11
38026,dtf,64,42,21,7
38029,ftd,23,17,6,2
38029,dtf,49,42,6,3
38030,ftd,11,9,2,2
38030,dtf,7,4,2,1
39001,ftd,20,10,10,5
39001,dtf,59,48,10,4
39002,ftd,44,28,16,11
39002,dtf,38,22,15,1
39004,ftd,0,0,0,0
39004,dtf,2,0,0,0
39005,ftd,200,130,69,10
39005,dtf,169,100,69,1
39006,ftd,32,19,13,8
39006,dtf,43,29,13,3
39007,ftd,109,79,30,8
39007,dtf,84,54,29,1
39008,ftd,42,26,16,13
39008,dtf,37,21,15,4
39010,ftd,9,5,4,4
39010,dtf,60,55,4,1
39011,ftd,44,16,28,5
39011,dtf,70,41,28,0
39012,ftd,175,127,47,18
39012,dtf,98,51,47,0
39014,ftd,3,2,1,1
39014,dtf,7,5,1,0
39015,ftd,14,8,6,6
39015,dtf,49,42,6,2
39016,ftd,31,19,12,9
39016,dtf,55,42,12,3
39017,ftd,98,76,22,9
39017,dtf,49,27,21,9
39019,ftd,5,1,4,4
39019,dtf,32,27,4,2
39020,ftd,28,15,13,12
39020,dtf,31,17,13,3
39021,ftd,43,25,18,8
39021,dtf,69,51,17,6
39022,ftd,109,84,25,17
39022,dtf,60,35,24,0
39023,ftd,6,4,2,2
39023,dtf,29,26,2,1
39025,ftd,70,48,22,9
39025,dtf,63,40,22,2
39027,ftd,2,1,1,1
39027,dtf,16,14,1,0
39028,ftd,3,1,2,1
39028,dtf,27,24,2,0
39029,ftd,26,14,12,5
39029,dtf,106,93,12,0
39034,ftd,51,33,18,10
39034,dtf,50,32,17,4
39035,ftd,14,7,7,6
39035,dtf,39,32,6,0
39036,ftd,7,5,2,2
39036,dtf,31,28,2,0
39037,ftd,5,2,3,1
39037,dtf,39,35,3,0
39042,ftd,27,11,16,16
39042,dtf,33,16,16,4
39049,ftd,218,153,64,1
39049,dtf,165,101,64,1
39052,ftd,117,88,29,7
39052,dtf,97,67,29,1
39054,ftd,106,80,26,18
39054,dtf,82,56,25,6
39056,ftd,6,4,2,1
39056,dtf,11,8,2,0
39061,ftd,20,8,12,6
39061,dtf,52,40,11,1
39065,ftd,1,0,1,1
39065,dtf,6,4,1,1
39069,ftd,154,114,39,10
39069,dtf,126,87,39,1
39072,ftd,41,26,15,10
39072,dtf,46,31,14,3
39078,ftd,31,16,15,5
39078,dtf,55,39,15,0
39081,ftd,58,37,21,14
39081,dtf,46,25,20,4
39087,ftd,156,123,32,12
39087,dtf,98,66,32,1
39088,ftd,3,2,1,1
39088,dtf,6,4,1,0
39095,ftd,70,26,44,1
39095,dtf,253,208,44,0
39099,ftd,52,29,23,20
39099,dtf,38,15,22,3
39101,ftd,4,2,2,2
39101,dtf,20,17,2,0
39105,ftd,49,30,19,11
39105,dtf,49,30,18,7
39108,ftd,20,10,10,10
39108,dtf,32,21,10,2
39114,ftd,2,1,1,1
39114,dtf,8,6,1,0
39120,ftd,3,2,1,1
39120,dtf,28,26,1,0
39125,ftd,2,1,1,1
39125,dtf,4,2,1,0
39127,ftd,3,2,1,1
39127,dtf,7,5,1,0
39141,ftd,39,13,26,2
39141,dtf,85,58,26,0
39142,ftd,21,12,9,5
39142,dtf,50,41,8,4
39143,ftd,36,22,14,9
39143,dtf,39,25,13,3
39144,ftd,41,24,17,9
39144,dtf,44,27,16,4
40003,ftd,66,45,21,13
40003,dtf,43,22,20,8
40004,ftd,76,52,24,18
40004,dtf,57,33,23,5
40005,ftd,84,59,25,17
40005,dtf,47,22,24,7
40006,ftd,75,50,25,13
40006,dtf,70,44,25,7
40007,ftd,91,65,26,15
40007,dtf,52,25,26,5
40009,ftd,37,11,26,2
40009,dtf,159,132,26,0
40010,ftd,46,31,15,8
40010,dtf,65,49,15,4
40011,ftd,67,46,21,10
40011,dtf,51,29,21,5
40012,ftd,1,0,1,1
40012,dtf,4,2,1,0
40013,ftd,42,16,26,5
40013,dtf,185,158,26,0
40016,ftd,5,4,1,1
40016,dtf,6,4,1,0
40017,ftd,114,85,29,27
40017,dtf,39,9,29,0
40018,ftd,9,7,2,1
40018,dtf,51,48,2,0
40020,ftd,119,90,29,24
40020,dtf,46,17,28,0
40021,ftd,100,74,26,15
40021,dtf,55,29,25,5
40022,ftd,66,43,23,18
40022,dtf,55,32,22,6
40033,ftd,1,0,1,1
40033,dtf,24,22,1,0
41001,ftd,167,0,0,0
41001,dtf,0,0,0,0
41003,ftd,96,72,24,18
41003,dtf,52,28,23,2
41004,ftd,35,8,27,1
41004,dtf,57,29,27,0
41005,ftd,72,52,20,13
41005,dtf,55,35,19,4
41006,ftd,123,93,30,25
41006,dtf,50,20,29,3
41009,ftd,42,21,21,2
41009,dtf,207,185,21,0
41011,ftd,126,96,30,15
41011,dtf,65,35,29,1
41012,ftd,135,105,30,18
41012,dtf,81,51,29,2
41013,ftd,123,95,28,25
41013,dtf,40,12,27,2
41014,ftd,134,104,30,18
41014,dtf,71,41,29,4
41016,ftd,103,74,29,25
41016,dtf,45,16,28,3
41019,ftd,107,77,30,26
41019,dtf,44,14,29,3
41020,ftd,111,83,28,20
41020,dtf,83,55,27,5
41022,ftd,108,83,25,9
41022,dtf,120,95,24,6
41023,ftd,9,4,5,4
41023,dtf,30,24,5,0
41025,ftd,134,104,30,20
41025,dtf,64,34,29,4
41027,ftd,119,91,28,28
41027,dtf,36,7,28,1
41028,ftd,64,47,17,9
41028,dtf,70,53,16,3
41029,ftd,87,62,25,23
41029,dtf,35,10,24,3
42001,ftd,62,24,38,6
42001,dtf,82,43,38,0
42003,ftd,115,89,26,9
42003,dtf,118,91,26,3
42004,ftd,17,9,8,7
42004,dtf,93,84,8,2
42006,ftd,19,9,10,10
42006,dtf,32,21,10,0
42008,ftd,9,3,6,4
42008,dtf,52,45,6,0
42010,ftd,21,12,9,9
42010,dtf,44,34,9,0
42011,ftd,75,29,46,6
42011,dtf,174,127,46,0
42016,ftd,14,6,8,8
42016,dtf,47,38,8,2
42017,ftd,165,132,33,8
42017,dtf,104,71,32,3
42024,ftd,15,7,8,8
42024,dtf,49,40,8,4
42026,ftd,8,1,7,7
42026,dtf,35,27,7,2
42027,ftd,14,4,10,2
42027,dtf,132,121,10,0
43005,ftd,21,9,12,12
43005,dtf,39,26,12,1
43006,ftd,57,39,18,13
43006,dtf,47,29,17,3
43007,ftd,71,47,24,20
43007,dtf,45,21,23,5
43008,ftd,14,6,8,2
43008,dtf,75,66,8,0
43009,ftd,95,70,25,20
43009,dtf,57,32,24,5
43014,ftd,22,12,10,8
43014,dtf,114,103,10,0
43017,ftd,30,18,12,9
43017,dtf,50,37,12,3
43018,ftd,18,8,10,10
43018,dtf,37,26,10,1
43021,ftd,21,9,12,12
43021,dtf,57,44,12,0
44001,ftd,36,22,14,12
44001,dtf,48,33,14,4
44002,ftd,20,10,10,5
44002,dtf,133,122,10,2
44006,ftd,20,9,11,5
44006,dtf,138,126,11,1
44009,ftd,35,15,20,16
44009,dtf,61,41,19,3
44011,ftd,121,98,23,9
44011,dtf,62,39,22,2
45001,ftd,95,66,29,22
45001,dtf,74,45,28,3
45003,ftd,129,96,33,10
45003,dtf,99,66,32,3
45004,ftd,138,107,31,14
45004,dtf,94,63,30,3
45005,ftd,160,122,38,6
45005,dtf,100,62,37,2
45009,ftd,97,67,29,23
45009,dtf,62,33,29,1
45012,ftd,83,56,27,23
45012,dtf,48,21,26,5
46003,ftd,145,113,32,16
46003,dtf,87,55,31,1
46005,ftd,189,144,45,7
46005,dtf,133,88,44,0
46008,ftd,127,96,31,16
46008,dtf,62,31,30,2
46014,ftd,88,59,29,23
46014,dtf,55,26,28,1
47001,ftd,118,88,30,20
47001,dtf,82,52,29,3
47004,ftd,118,85,33,19
47004,dtf,72,39,32,4
47005,ftd,168,133,34,11
47005,dtf,112,78,34,2
47008,ftd,111,82,29,16
47008,dtf,89,60,28,1
47009,ftd,98,69,29,18
47009,dtf,63,34,28,6
47011,ftd,156,125,31,13
47011,dtf,45,14,30,2
47014,ftd,159,125,34,12
47014,dtf,93,59,33,1
47018,ftd,164,131,32,16
47018,dtf,96,64,32,3
48003,ftd,66,43,23,15
48003,dtf,57,34,22,1
48004,ftd,125,91,34,18
48004,dtf,73,39,33,5
48005,ftd,61,36,25,23
48005,dtf,38,13,24,1
48011,ftd,78,52,26,17
48011,dtf,57,31,25,3
49001,ftd,88,58,30,20
49001,dtf,65,35,29,4
49002,ftd,39,17,22,22
49002,dtf,41,19,21,4
49004,ftd,70,44,26,22
49004,dtf,55,29,25,3
50001,ftd,92,64,28,19
50001,dtf,59,31,27,6
50002,ftd,134,103,30,21
50002,dtf,66,36,30,2
50006,ftd,107,77,29,17
50006,dtf,46,17,29,5
50007,ftd,125,95,30,20
50007,dtf,76,46,29,2
50008,ftd,135,106,29,17
50008,dtf,74,45,28,3
50011,ftd,126,97,29,17
50011,dtf,65,36,28,2
51001,ftd,48,29,19,14
51001,dtf,45,26,18,3
52004,ftd,128,99,29,21
52004,dtf,70,41,28,0
52005,ftd,66,41,25,17
52005,dtf,61,35,25,4
52006,ftd,93,71,22,13
52006,dtf,64,41,22,2
52007,ftd,121,92,29,20
52007,dtf,67,38,28,3
52009,ftd,76,51,25,19
52009,dtf,66,41,24,2
52010,ftd,93,68,25,15
52010,dtf,77,52,24,1
52011,ftd,85,59,26,22
52011,dtf,64,38,25,4
52015,ftd,57,42,15,8
52015,dtf,63,48,14,2
52016,ftd,70,49,21,9
52016,dtf,70,48,21,2
53005,ftd,84,56,28,23
53005,dtf,60,32,27,3
53006,ftd,118,88,30,19
53006,dtf,69,39,29,5
53007,ftd,110,82,28,14
53007,dtf,68,40,27,1
53008,ftd,75,52,23,16
53008,dtf,45,22,22,5
53009,ftd,87,59,28,20
53009,dtf,75,47,27,4
53013,ftd,97,70,27,19
53013,dtf,56,29,26,4
53017,ftd,97,69,28,19
53017,dtf,67,39,27,5
53018,ftd,78,51,27,22
53018,dtf,71,44,26,3
53022,ftd,72,49,23,20
53022,dtf,57,34,22,3
53023,ftd,56,35,21,19
53023,dtf,45,24,20,2
53028,ftd,54,32,22,17
53028,dtf,60,38,21,1
54001,ftd,69,44,25,16
54001,dtf,61,36,24,7
54002,ftd,71,48,23,14
54002,dtf,56,33,22,5
54003,ftd,115,85,30,5
54003,dtf,84,54,29,1
54004,ftd,165,131,34,7
54004,dtf,113,79,33,1
54005,ftd,87,59,28,21
54005,dtf,60,32,27,6
54007,ftd,126,99,27,11
54007,dtf,76,49,26,5
54008,ftd,81,53,28,19
54008,dtf,52,24,27,8
54011,ftd,92,70,22,13
54011,dtf,71,49,21,3
54012,ftd,86,60,26,13
54012,dtf,69,43,25,5
54015,ftd,136,106,30,19
54015,dtf,46,16,29,1
