gauge_id,direction,total_precursor_events,superseded,consumed,consumed_but_gap_excluded
1001,ftd,161,130,31,15
1001,dtf,71,39,31,2
2001,ftd,184,152,32,11
2001,dtf,94,61,32,0
2002,ftd,181,145,36,6
2002,dtf,125,89,35,0
3003,ftd,249,190,59,4
3003,dtf,128,69,58,2
4001,ftd,90,62,28,20
4001,dtf,70,42,27,7
4003,ftd,166,136,30,18
4003,dtf,70,39,30,0
4005,ftd,192,155,36,17
4005,dtf,96,60,36,3
4006,ftd,176,136,40,7
4006,dtf,126,86,39,4
5003,ftd,71,45,26,21
5003,dtf,113,87,25,4
6007,ftd,101,72,29,13
6007,dtf,102,73,28,5
6008,ftd,174,141,33,14
6008,dtf,81,48,32,2
7001,ftd,193,152,41,7
7001,dtf,107,66,40,4
7002,ftd,187,136,50,5
7002,dtf,109,59,50,4
7003,ftd,143,111,31,7
7003,dtf,112,80,32,1
7005,ftd,184,137,46,9
7005,dtf,86,39,47,1
7006,ftd,196,133,62,8
7006,dtf,132,70,62,1
8004,ftd,175,125,50,5
8004,dtf,118,68,49,4
8005,ftd,92,62,30,15
8005,dtf,109,78,30,6
8006,ftd,131,93,38,6
8006,dtf,137,98,38,3
8009,ftd,168,129,39,8
8009,dtf,112,73,38,3
8011,ftd,170,127,43,8
8011,dtf,130,87,42,1
8013,ftd,157,115,42,7
8013,dtf,122,80,41,2
9002,ftd,145,109,35,10
9002,dtf,111,75,36,5
9003,ftd,138,111,26,12
9003,dtf,62,35,27,3
9004,ftd,104,78,26,12
9004,dtf,81,54,26,4
9005,ftd,194,150,44,9
9005,dtf,134,89,44,0
10002,ftd,166,136,29,7
10002,dtf,114,84,30,3
10003,ftd,119,90,28,18
10003,dtf,69,40,29,7
11001,ftd,107,79,28,15
11001,dtf,79,50,28,5
11003,ftd,111,83,28,10
11003,dtf,102,73,28,3
11004,ftd,94,70,23,14
11004,dtf,66,42,24,4
12001,ftd,130,92,38,14
12001,dtf,113,74,38,1
12002,ftd,123,91,32,16
12002,dtf,102,69,32,1
12005,ftd,150,109,41,11
12005,dtf,125,83,41,1
12006,ftd,147,105,42,12
12006,dtf,124,81,42,1
12007,ftd,179,136,43,8
12007,dtf,113,70,42,3
12008,ftd,154,116,38,11
12008,dtf,88,49,38,1
12009,ftd,206,161,45,2
12009,dtf,129,83,45,0
13001,ftd,138,107,31,13
13001,dtf,82,50,31,2
13004,ftd,161,129,32,15
13004,dtf,99,66,32,1
13005,ftd,130,97,33,15
13005,dtf,67,33,33,4
13007,ftd,163,129,34,12
13007,dtf,108,73,34,0
13008,ftd,150,118,32,17
13008,dtf,99,66,32,1
14001,ftd,134,105,29,14
14001,dtf,96,66,29,2
14002,ftd,103,75,27,17
14002,dtf,59,31,28,5
14005,ftd,87,62,25,18
14005,dtf,61,35,25,4
15006,ftd,108,78,30,11
15006,dtf,111,80,30,2
15007,ftd,102,72,30,9
15007,dtf,137,106,30,4
15010,ftd,143,112,31,13
15010,dtf,106,74,31,1
15011,ftd,180,127,53,10
15011,dtf,146,92,53,0
15012,ftd,97,66,31,10
15012,dtf,117,86,30,3
15013,ftd,164,130,34,11
15013,dtf,73,38,34,1
15014,ftd,201,154,47,3
15014,dtf,130,82,47,1
15016,ftd,118,88,30,8
15016,dtf,138,108,29,2
15021,ftd,71,44,27,20
15021,dtf,61,33,27,2
15023,ftd,147,114,33,11
15023,dtf,74,40,33,1
15024,ftd,215,174,40,6
15024,dtf,124,84,40,0
15025,ftd,177,136,41,8
15025,dtf,120,78,41,1
15030,ftd,118,86,32,16
15030,dtf,76,43,32,3
15039,ftd,214,160,53,4
15039,dtf,113,60,53,1
16001,ftd,136,104,32,13
16001,dtf,108,75,32,1
16003,ftd,249,199,49,2
16003,dtf,132,83,49,0
16004,ftd,140,109,31,8
16004,dtf,127,95,31,1
17001,ftd,191,148,43,11
17001,dtf,111,67,43,0
17003,ftd,203,164,39,5
17003,dtf,140,100,39,2
17004,ftd,133,101,32,6
17004,dtf,107,74,32,2
17005,ftd,199,158,41,4
17005,dtf,138,96,41,1
17015,ftd,206,163,43,3
17015,dtf,132,88,43,0
17018,ftd,145,116,29,14
17018,dtf,84,54,29,0
18001,ftd,173,133,40,4
18001,dtf,123,82,40,0
18002,ftd,160,124,36,16
18002,dtf,88,51,36,0
18003,ftd,149,116,33,8
18003,dtf,115,81,33,1
18008,ftd,175,124,50,3
18008,dtf,161,111,50,1
18010,ftd,148,109,39,6
18010,dtf,155,116,38,1
18011,ftd,146,115,31,17
18011,dtf,90,58,31,1
18014,ftd,174,137,37,10
18014,dtf,121,83,37,0
18017,ftd,241,179,61,6
18017,dtf,115,54,61,4
18018,ftd,185,132,53,2
18018,dtf,163,109,53,2
19001,ftd,182,151,31,7
19001,dtf,105,73,31,1
19006,ftd,148,116,32,13
19006,dtf,71,39,31,2
19010,ftd,170,131,39,17
19010,dtf,79,39,39,0
19017,ftd,144,115,29,17
19017,dtf,75,45,29,2
19020,ftd,251,192,59,3
19020,dtf,133,74,58,0
20002,ftd,99,75,24,8
20002,dtf,83,58,24,9
20003,ftd,110,81,29,14
20003,dtf,71,41,29,6
20007,ftd,117,87,30,11
20007,dtf,68,37,30,4
21003,ftd,110,81,29,17
21003,dtf,92,62,29,4
21006,ftd,129,100,29,13
21006,dtf,100,70,29,4
21008,ftd,152,121,31,11
21008,dtf,101,69,31,3
21009,ftd,124,94,30,16
21009,dtf,104,73,30,3
21011,ftd,113,81,32,12
21011,dtf,118,85,32,2
21012,ftd,168,131,37,7
21012,dtf,138,100,37,2
21013,ftd,147,114,33,7
21013,dtf,101,68,32,2
21015,ftd,133,104,29,12
21015,dtf,82,53,28,4
21016,ftd,132,101,31,13
21016,dtf,70,39,30,4
21017,ftd,216,152,64,4
21017,dtf,146,82,63,1
21018,ftd,129,99,30,16
21018,dtf,84,53,30,3
21022,ftd,130,99,31,9
21022,dtf,100,68,31,4
21023,ftd,162,126,36,7
21023,dtf,96,60,35,3
21024,ftd,169,134,35,8
21024,dtf,120,84,35,1
21026,ftd,224,160,64,7
21026,dtf,122,58,63,3
21027,ftd,133,102,31,9
21027,dtf,74,43,30,4
22001,ftd,120,90,30,17
22001,dtf,77,47,29,5
22006,ftd,82,60,22,15
22006,dtf,64,41,22,7
22007,ftd,131,102,29,16
22007,dtf,61,31,29,5
22009,ftd,125,94,31,17
22009,dtf,82,50,31,3
23001,ftd,162,126,36,8
23001,dtf,120,83,36,2
23004,ftd,182,145,37,10
23004,dtf,108,71,36,1
23006,ftd,207,161,46,9
23006,dtf,124,78,45,0
23007,ftd,73,46,27,4
23007,dtf,209,182,26,0
23008,ftd,155,124,31,12
23008,dtf,106,74,31,3
23011,ftd,229,177,52,4
23011,dtf,142,90,51,0
23016,ftd,129,103,26,6
23016,dtf,126,99,26,4
24001,ftd,120,91,29,17
24001,dtf,76,46,29,1
24003,ftd,155,121,34,16
24003,dtf,127,92,34,1
24004,ftd,109,82,27,15
24004,dtf,82,54,27,1
24005,ftd,67,46,21,10
24005,dtf,70,48,21,8
25001,ftd,135,103,32,11
25001,dtf,138,105,32,1
25003,ftd,219,154,65,5
25003,dtf,129,64,64,5
25006,ftd,212,155,57,6
25006,dtf,157,100,56,2
25012,ftd,210,166,44,6
25012,dtf,134,90,43,0
25020,ftd,48,33,15,5
25020,dtf,105,89,15,3
25021,ftd,41,29,12,3
25021,dtf,120,107,12,1
25029,ftd,105,78,27,17
25029,dtf,67,39,27,3
26003,ftd,13,3,10,10
26003,dtf,32,21,10,2
26005,ftd,0,0,0,0
26005,dtf,5,0,0,0
26006,ftd,18,6,12,11
26006,dtf,49,36,12,4
26008,ftd,16,11,5,4
26008,dtf,37,31,5,4
26009,ftd,14,4,10,9
26009,dtf,33,22,10,5
27001,ftd,102,75,27,14
27001,dtf,81,53,27,1
27002,ftd,130,98,32,12
27002,dtf,115,82,32,1
27003,ftd,109,79,30,18
27003,dtf,113,82,30,1
27006,ftd,77,55,22,11
27006,dtf,74,51,22,1
27007,ftd,142,108,34,10
27007,dtf,140,105,34,1
27009,ftd,84,59,25,14
27009,dtf,95,69,25,3
27021,ftd,98,72,26,13
27021,dtf,89,62,26,5
27023,ftd,114,89,25,16
27023,dtf,101,75,25,2
27025,ftd,106,77,29,12
27025,dtf,85,55,29,4
27026,ftd,100,75,25,15
27026,dtf,81,55,25,3
27029,ftd,97,72,25,13
27029,dtf,84,58,25,2
27030,ftd,109,82,27,6
27030,dtf,99,71,27,5
27032,ftd,58,33,25,14
27032,dtf,59,34,24,1
27034,ftd,167,133,34,13
27034,dtf,135,100,34,1
27035,ftd,148,116,32,14
27035,dtf,115,82,32,2
27038,ftd,228,165,63,4
27038,dtf,163,100,62,1
27041,ftd,49,31,18,15
27041,dtf,60,41,18,7
27042,ftd,124,95,29,11
27042,dtf,106,76,29,2
27043,ftd,171,138,33,13
27043,dtf,148,114,33,1
27047,ftd,221,165,56,7
27047,dtf,132,76,55,7
27049,ftd,70,45,25,19
27049,dtf,74,48,25,8
27051,ftd,144,114,30,11
27051,dtf,112,81,30,3
27062,ftd,94,68,26,12
27062,dtf,91,64,26,1
27064,ftd,60,39,21,7
27064,dtf,128,106,21,0
27065,ftd,94,69,25,15
27065,dtf,76,50,25,2
27071,ftd,91,64,27,20
27071,dtf,99,71,27,2
27073,ftd,67,38,29,17
27073,dtf,83,53,29,3
27077,ftd,90,49,41,4
