metric,h_stat,pvalue,significant
delta_gap,122.98528794880697,1.9682671501323702e-27,True
delta_freq,111.3866754865769,6.496668984101691e-25,True
delta_recovery_rate,127.07274323563979,2.5497899571008373e-28,True
delta_drought_dur,124.00496467927944,1.1821267789173824e-27,True
delta_flood_peak,91.35828425359728,1.4514451758479044e-20,True
delta_sm_drought_end,4.491308252418548,0.10585827305035875,False
delta_sm_flood_onset,5.4357261761917925,0.06601567348549978,False
