pair,median1,median2,n1,n2,pvalue,significant,pvalue_holm
England vs Scotland,0.024499999999999744,0.036487499999998896,387,164,0.22071014183061355,False,0.22071014183061355
England vs Wales,0.024499999999999744,1.3954000000000004,387,60,4.214760089791146e-09,True,1.2644280269373438e-08
Scotland vs Wales,0.036487499999998896,1.3954000000000004,164,60,3.948176006056949e-08,True,7.896352012113898e-08
