metric,h_stat,pvalue,significant
delta_gap,106.47273237003836,7.581234482165204e-24,True
delta_freq,160.7733619700809,1.2260495709248395e-35,True
delta_recovery_rate,91.01241258483014,1.7254632539878407e-20,True
delta_drought_dur,144.94817822968315,3.3489064542113426e-32,True
delta_flood_peak,75.125102438551,4.861734958840403e-17,True
delta_sm_drought_end,0.18579602577483456,0.9112864350292319,False
delta_sm_flood_onset,1.2880102843694203,0.5251847664634166,False
