pair,median1,median2,n1,n2,pvalue,significant,pvalue_holm
England vs Scotland,0.2686941732794108,0.00588793263978072,385,164,2.3029075178201045e-21,True,6.908722553460314e-21
England vs Wales,0.2686941732794108,0.17138090341277668,385,61,0.2265795524348263,False,0.2265795524348263
Scotland vs Wales,0.00588793263978072,0.17138090341277668,164,61,9.856747288801534e-07,True,1.9713494577603067e-06
