metric,h_stat,pvalue,significant
delta_gap,113.8890040473997,1.8591609822636996e-25,True
delta_freq,104.24877165399302,2.3049784147394027e-23,True
delta_recovery_rate,103.42328313465828,3.482726874371993e-23,True
delta_drought_dur,125.92072768524056,4.5358784131858955e-28,True
delta_flood_peak,79.52752717507299,5.380428868635378e-18,True
delta_sm_drought_end,0.3616587542808247,0.8345777445896301,False
delta_sm_flood_onset,4.40621933764055,0.11045913241619425,False
