country,cluster_0_n,cluster_1_n,cluster_0_pct,cluster_1_pct
England,57,330,34.33734939759036,74.15730337078652
Scotland,89,75,53.6144578313253,16.853932584269664
Wales,20,40,12.048192771084338,8.98876404494382
